"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   5.30954971313E+01   5.13300018311E+01  100328_10231
   5.30726509094E+01   5.15200004578E+01  100328_11261
   5.30757980347E+01   5.15000000000E+01  100328_12191
   5.30802268982E+01   5.15999984741E+01  100328_01041
   5.30665740967E+01   5.15800018311E+01  100328_02051
   5.30737380981E+01   5.22099990845E+01  100328_03051
   5.32361106873E+01   5.23699989319E+01  100328_03221
   5.31863632202E+01   5.20999984741E+01  100328_04021
   5.31402931213E+01   5.19599990845E+01  100328_04091
   5.31066894531E+01   5.18499984741E+01  100328_04181
   5.30872116089E+01   5.17900009155E+01  100328_05031
   5.30726699829E+01   5.17299995422E+01  100328_06061
   5.30547943115E+01   5.15600013733E+01  100328_07051
   5.29933395386E+01   5.15900001526E+01  100328_08081
   5.28913078308E+01   5.15600013733E+01  100328_09041
   5.27538414001E+01   5.13199996948E+01  100328_11151
   5.27399101257E+01   5.13100013733E+01  100328_12091
   5.30027122498E+01   5.16800003052E+01  100328_01061
   5.29262809753E+01   5.15200004578E+01  100328_02051
   5.29924240112E+01   5.17799987793E+01  100328_03021
   5.29827384949E+01   5.18400001526E+01  100328_03131
   5.29432678223E+01   5.16800003052E+01  100328_04021
   5.28672866821E+01   5.14900016785E+01  100328_05081
   5.27533760071E+01   5.14199981689E+01  100328_06091
   5.26558761597E+01   5.13400001526E+01  100328_07071
   5.25553970337E+01   5.13100013733E+01  100328_08101
   5.24966888428E+01   5.13100013733E+01  100328_09101
   5.25198059082E+01   5.13499984741E+01  100328_10191
   5.26075820923E+01   5.13600006104E+01  100328_11121
   5.26938438416E+01   5.13600006104E+01  100328_12021
   5.27255249023E+01   5.19900016785E+01  100328_12311
   5.28705940247E+01   5.22500000000E+01  100328_01251
   5.29031295776E+01   5.21899986267E+01  100328_03031
   5.28477134705E+01   5.20699996948E+01  100328_04021
   5.28063354492E+01   5.19099998474E+01  100328_05041
   5.28119049072E+01   5.18300018311E+01  100328_06091
   5.28094558716E+01   5.17400016785E+01  100328_06291
   5.28100166321E+01   5.16699981689E+01  100328_07281
   5.28064651489E+01   5.16300010681E+01  100328_08301
   5.28052368164E+01   5.16300010681E+01  100328_09291
   5.28035430908E+01   5.16199989319E+01  100328_11021
   5.28159599304E+01   5.16699981689E+01  100328_11291
   5.28292655945E+01   5.16800003052E+01  100328_01061
   5.28289871216E+01   5.16699981689E+01  100328_01201
