"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   5.34114227295E+01   5.13300018311E+01  w1_10231990 
   5.39948501587E+01   5.15200004578E+01  w1_11261990 
   5.41063804626E+01   5.15000000000E+01  w1_12191990 
   5.42332305908E+01   5.15999984741E+01  w1_01041991 
   5.42701988220E+01   5.15800018311E+01  w1_02051991 
   5.44745864868E+01   5.22099990845E+01  w1_03051991 
   5.44753532410E+01   5.23699989319E+01  w1_03221991 
   5.39448432922E+01   5.20999984741E+01  w1_04021991 
   5.38487663269E+01   5.19599990845E+01  w1_04091991 
   5.37447433472E+01   5.18499984741E+01  w1_04181991 
   5.35971832275E+01   5.17900009155E+01  w1_05031991 
   5.38915863037E+01   5.17299995422E+01  w1_06061991 
   5.39423294067E+01   5.15600013733E+01  w1_07051991 
   5.39337272644E+01   5.15900001526E+01  w1_08081991 
   5.39334869385E+01   5.15600013733E+01  w1_09041991 
   5.39729309082E+01   5.13199996948E+01  w1_11151991 
   5.40013160706E+01   5.13100013733E+01  w1_12091991 
   5.41645812988E+01   5.16800003052E+01  w1_01061992 
   5.38249969482E+01   5.15200004578E+01  w1_02051992 
   5.33097190857E+01   5.17799987793E+01  w1_03021992 
   5.31877059937E+01   5.18400001526E+01  w1_03131992 
   5.39337921143E+01   5.16800003052E+01  w1_04021992 
   5.40703582764E+01   5.14900016785E+01  w1_05081992 
   5.40252227783E+01   5.14199981689E+01  w1_06091992 
   5.39456977844E+01   5.13400001526E+01  w1_07071992 
   5.38584480286E+01   5.13100013733E+01  w1_08101992 
   5.38324432373E+01   5.13100013733E+01  w1_09101992 
   5.38315963745E+01   5.13499984741E+01  w1_10191992 
   5.38438987732E+01   5.13600006104E+01  w1_11121992 
   5.39118347168E+01   5.13600006104E+01  w1_12021992 
   5.39876022339E+01   5.19900016785E+01  w1_12311992 
   5.39589614868E+01   5.22500000000E+01  w1_01251993 
   5.41217613220E+01   5.21899986267E+01  w1_03031993 
   5.40482330322E+01   5.20699996948E+01  w1_04021993 
   5.40242195129E+01   5.19099998474E+01  w1_05041993 
   5.39670715332E+01   5.18300018311E+01  w1_06091993 
   5.39079895020E+01   5.17400016785E+01  w1_06291993 
   5.38405532837E+01   5.16699981689E+01  w1_07281993 
   5.37781867981E+01   5.16300010681E+01  w1_08301993 
   5.37654190063E+01   5.16300010681E+01  w1_09291993 
   5.38012390137E+01   5.16199989319E+01  w1_11021993 
   5.38666305542E+01   5.16699981689E+01  w1_11291993 
